index,Object,Close-Approach (CA) Date (TDB)YYYY-mmm-DD HH:MM ± D_HH:MM,CA DistanceNominal(LD/AU),CA DistanceMinimum(LD/AU),Vrelative(km/s),Vinfinity(km/s),Nsigma,H(mag),ref,class
26,(2003 UV11),2017-Oct-31 03:01 ±,14.97/0.03847,14.97/0.03847,24.52,24.52,2160000.0,19.5,52,APO*
27,444584 (2006 UK),2017-Nov-17 21:09 ±,8.66/0.02226,8.66/0.02226,14.8,14.79,239000.0,20.2,48,APO*
28,(2010 VD139),2017-Nov-29 07:47 ± 3_06:39,4.94/0.01270,4.89/0.01255,5.68,5.64,132000.0,26.2,8,ATE*
29,(2008 WM61),2017-Dec-03 06:33 ± 2_23:48,3.83/0.00983,3.09/0.00793,4.69,4.63,339000.0,26.7,12,APO*
30,(2015 XX169),2017-Dec-14 00:07 ±,9.71/0.02494,9.71/0.02494,6.25,6.23,86400.0,27.5,6,APO*
31,(2011 YD29),2017-Dec-19 05:41 ±   20:56,19.26/0.04949,10.96/0.02815,7.84,7.83,14300.0,26.3,4,ATE*
32,(2006 XY),2017-Dec-19 19:21 ± 1_19:10,5.90/0.01516,2.78/0.00714,4.93,4.89,161000.0,24.0,14,APO*
33,418849 (2008 WM64),2017-Dec-22 10:15 ±,15.25/0.03918,15.25/0.03918,17.38,17.38,540000.0,20.7,37,APO*
34,(2015 YQ1),2017-Dec-22 14:18 ±   00:14,17.10/0.04393,16.54/0.04251,11.13,11.12,57200.0,28.0,7,APO*
35,306383 (1993 VD),2018-Jan-22 18:58 ±,14.32/0.03680,14.32/0.03679,17.4,17.4,118000.0,21.5,29,ATE*
36,(2002 CB19),2018-Feb-02 22:38 ±   18:56,10.30/0.02646,9.70/0.02493,15.61,15.61,30200.0,25.0,11,APO*
37,276033 (2002 AJ129),2018-Feb-04 21:31 ±,10.95/0.02813,10.95/0.02813,34.04,34.04,126000.0,18.7,57,APO*
38,(2015 BN509),2018-Feb-09 19:59 ±,12.84/0.03298,12.84/0.03298,17.72,17.71,680000.0,20.7,45,APO*
39,(1991 VG),2018-Feb-11 21:19 ±   00:12,18.36/0.04717,18.32/0.04707,2.05,2.02,105000.0,28.5,9,APO*
40,(2014 WQ202),2018-Feb-11 23:34 ±   01:30,14.84/0.03812,12.18/0.03130,19.74,19.74,829.0,23.8,7,ATE*
41,(2016 CO246),2018-Feb-22 04:45 ±,15.21/0.03910,15.21/0.03909,5.38,5.37,269000.0,26.1,11,APO*
42,(2017 DR109),2018-Feb-24 05:22 ±   00:21,3.72/0.00956,3.29/0.00846,7.37,7.33,39100.0,27.6,1,ATE*
43,(2016 FU12),2018-Feb-26 21:52 ±   02:17,13.15/0.03380,12.48/0.03207,4.51,4.49,415.0,26.9,3,APO*
44,(2014 EY24),2018-Feb-27 03:01 ±   00:20,14.74/0.03786,14.71/0.03779,8.02,8.01,328000.0,24.1,18,APO*
45,(2015 BF511),2018-Feb-28 15:25 ±   21:24,11.46/0.02946,8.09/0.02080,5.76,5.74,84200.0,24.8,11,APO*
46,(2003 EM1),2018-Mar-07 03:23 ±   00:10,16.67/0.04284,15.83/0.04066,7.98,7.97,25800.0,24.5,13,ATE*
47,(2015 DK200),2018-Mar-10 08:16 ± 1_00:54,7.12/0.01830,5.73/0.01473,8.0,7.99,411000.0,25.6,10,APO*
48,(2017 FZ2),2016-Mar-24 01:47 ±   00:04,7.59/0.01951,7.47/0.01919,7.94,7.92,144000.0,26.7,2,ATE*
49,(2016 EQ1),2016-Mar-24 04:47 ±,8.29/0.02131,8.27/0.02126,5.7,5.68,754.0,26.3,14,APO*
50,(2016 GF1),2016-Mar-24 12:55 ±,11.23/0.02886,11.20/0.02878,8.19,8.18,618.0,26.0,7,APO*
51,(2016 GH134),2016-Mar-25 04:41 ±,12.94/0.03326,12.88/0.03310,19.52,19.52,763.0,22.6,4,APO*
52,(2016 FW3),2016-Mar-25 05:20 ±,8.41/0.02160,8.39/0.02156,8.75,8.73,1030.0,25.5,8,APO*
53,455148 (1994 UG),2016-Mar-25 07:31 ±,17.28/0.04441,17.28/0.04441,7.38,7.37,904000.0,21.1,68,APO*
54,(2016 FU6),2016-Mar-25 19:19 ±   00:01,0.47/0.00120,0.46/0.00119,10.27,10.05,1310.0,28.9,2,APO*
55,(2016 FG14),2016-Mar-25 21:50 ±,17.29/0.04443,17.09/0.04390,12.75,12.74,175.0,26.2,4,ATE*
56,(2016 GF135),2016-Mar-26 09:51 ±   00:01,10.86/0.02791,10.74/0.02759,7.7,7.69,578.0,26.2,4,APO*
57,(2016 GK135),2016-Mar-26 13:53 ±   00:05,8.00/0.02057,7.98/0.02050,2.48,2.43,509.0,28.1,5,ATE*
58,(2016 GD2),2016-Mar-27 01:31 ±,16.19/0.04160,16.03/0.04120,8.43,8.43,195.0,26.5,3,APO*
59,(2016 GK2),2016-Mar-27 01:34 ±,3.07/0.00788,3.06/0.00786,9.38,9.35,727.0,27.7,7,APO*
60,(2016 FA14),2016-Mar-28 06:32 ±,1.65/0.00424,1.65/0.00423,15.24,15.2,772.0,27.2,5,APO*
61,(2016 GV),2016-Mar-28 06:41 ±,14.72/0.03783,14.64/0.03761,15.79,15.78,373.0,24.8,4,APO*
62,(2016 GU2),2016-Mar-28 09:12 ±,11.09/0.02849,11.06/0.02842,38.57,38.57,1860.0,24.0,6,APO*
63,(2016 FE15),2016-Mar-28 14:18 ±,0.70/0.00180,0.70/0.00180,12.29,12.17,709.0,28.8,4,APO*
64,(2016 FF14),2016-Mar-28 21:56 ±,2.36/0.00607,2.36/0.00607,9.86,9.82,1430.0,27.1,5,APO*
65,(2016 GC),2016-Mar-29 00:58 ±,7.38/0.01897,7.35/0.01889,8.17,8.15,454.0,26.5,5,APO*
66,(2016 EK156),2016-Mar-29 09:09 ±,14.04/0.03609,13.97/0.03590,9.47,9.46,364.0,24.7,8,APO*
67,(2016 GV1),2016-Mar-29 09:46 ±,12.97/0.03333,12.95/0.03328,10.31,10.3,1170.0,24.3,9,APO*
68,(2016 BC14),2016-Mar-29 13:45 ±,9.79/0.02517,9.79/0.02516,6.29,6.27,12300.0,20.9,41,ATE*
69,(2008 BX2),2016-Mar-30 02:40 ±,19.13/0.04916,19.13/0.04916,8.53,8.52,140000.0,23.6,20,ATE*
70,(2016 FL14),2016-Mar-30 17:35 ±,12.10/0.03110,12.08/0.03104,11.44,11.43,908.0,25.9,3,APO*
71,(2010 GD35),2016-Mar-31 11:24 ±,17.42/0.04475,17.41/0.04475,11.25,11.24,34000.0,24.5,9,ATE*
72,(2016 GS134),2016-Apr-01 05:56 ±,0.52/0.00133,0.52/0.00133,11.24,11.06,1010.0,27.7,8,APO*
73,(2016 FC13),2016-Apr-01 11:59 ±,12.83/0.03297,12.83/0.03297,21.93,21.93,262000.0,22.0,11,APO*
74,(2016 GG1),2016-Apr-02 20:42 ±,12.20/0.03135,12.16/0.03125,5.63,5.62,550.0,26.6,8,AMO*
75,(2016 GG134),2016-Apr-02 23:48 ±,18.14/0.04662,18.07/0.04643,8.41,8.41,440.0,25.5,5,AMO*
76,(2016 FB13),2016-Apr-03 01:34 ±,1.23/0.00317,1.23/0.00317,18.06,18.01,3070.0,26.6,6,APO*
77,(2016 GY2),2016-Apr-03 11:56 ±,4.33/0.01112,4.31/0.01108,9.96,9.93,565.0,26.1,2,ATE*
78,(2016 HF),2016-Apr-03 21:14 ±,17.59/0.04520,17.57/0.04516,5.99,5.98,3000.0,25.0,8,AMO*
79,(2016 FX7),2016-Apr-03 21:51 ±,10.08/0.02589,10.05/0.02582,7.78,7.77,670.0,26.8,6,APO*
80,(2016 GN134),2016-Apr-04 13:52 ±,0.15/0.00038,0.15/0.00038,13.9,13.39,1900.0,30.2,3,APO*
81,(2016 FW13),2016-Apr-05 02:21 ±,0.82/0.00210,0.82/0.00210,10.46,10.34,1150.0,29.5,5,APO*
82,(2016 GH1),2016-Apr-05 07:16 ±,2.15/0.00551,2.14/0.00551,5.4,5.31,4030.0,27.5,3,APO*
83,(2016 GE1),2016-Apr-05 11:29 ±,1.38/0.00356,1.38/0.00355,10.05,9.98,2950.0,26.6,5,APO*
84,(2016 EV27),2016-Apr-06 19:19 ±,14.99/0.03852,14.99/0.03851,12.88,12.88,7000.0,23.4,24,APO*
85,(2016 GO206),2016-Apr-06 20:02 ±   00:02,0.86/0.00220,0.85/0.00220,22.54,22.48,1320.0,26.3,4,APO*
86,(2016 JO5),2016-Apr-06 22:58 ±   00:06,15.78/0.04054,15.73/0.04043,9.53,9.52,1110.0,23.4,6,APO*
87,(2016 FT13),2016-Apr-07 06:21 ±,9.81/0.02520,9.78/0.02514,13.44,13.43,880.0,26.5,4,APO*
88,(2016 GH3),2016-Apr-08 01:41 ±,7.85/0.02017,7.84/0.02015,5.65,5.62,1940.0,27.2,10,AMO*
89,(2016 GF2),2016-Apr-08 03:22 ±,4.61/0.01185,4.59/0.01179,13.03,13.02,392.0,26.7,5,APO*
90,(2016 GO134),2016-Apr-08 19:34 ±,0.86/0.00222,0.86/0.00221,15.26,15.18,904.0,27.6,2,APO*
91,(2016 GC207),2016-Apr-09 09:13 ±,12.67/0.03256,12.63/0.03246,8.29,8.28,554.0,26.7,3,AMO*
92,(2016 GK134),2016-Apr-09 11:57 ±,5.23/0.01343,5.21/0.01338,11.32,11.3,541.0,27.3,3,APO*
93,(2016 FG39),2016-Apr-10 08:22 ±,4.44/0.01141,4.42/0.01136,7.65,7.62,461.0,26.9,5,APO*
94,(2016 GW220),2016-Apr-10 23:41 ±,5.66/0.01455,5.65/0.01452,13.24,13.22,1300.0,26.8,6,APO*
95,(2016 FV13),2016-Apr-11 00:13 ±,1.81/0.00465,1.81/0.00465,10.96,10.91,24200.0,25.8,11,APO*
96,(2016 GU),2016-Apr-11 09:46 ±,2.69/0.00691,2.69/0.00691,10.34,10.3,4060.0,25.7,11,APO*
97,363599 (2004 FG11),2016-Apr-11 16:39 ±,19.29/0.04956,19.29/0.04956,24.51,24.51,3120000.0,21.0,59,APO*
98,(2016 GX220),2016-Apr-12 07:19 ±,3.15/0.00808,3.14/0.00808,4.42,4.34,2880.0,28.8,3,APO*
99,(2016 HB),2016-Apr-12 11:17 ±,10.57/0.02717,10.56/0.02712,7.92,7.91,1140.0,24.4,11,APO*
100,(2016 JB18),2016-Apr-13 03:23 ±   00:14,1.32/0.00338,1.31/0.00337,3.45,3.22,947.0,27.3,12,APO*
101,(2005 GR33),2016-Apr-13 03:28 ±,7.72/0.01985,7.72/0.01985,15.87,15.87,210000.0,22.1,25,ATE*
102,(2016 GC134),2016-Apr-13 05:55 ±,9.04/0.02323,9.01/0.02315,4.75,4.72,455.0,26.2,6,APO*
103,(2016 FL12),2016-Apr-13 08:58 ±,9.56/0.02457,9.53/0.02450,5.83,5.81,596.0,26.3,12,APO*
104,(2016 GD222),2016-Apr-13 17:50 ±,6.69/0.01720,6.68/0.01716,8.72,8.7,804.0,25.9,7,APO*
105,(2016 FS14),2016-Apr-14 16:03 ±,13.72/0.03525,13.69/0.03517,8.27,8.26,792.0,25.2,7,AMO*
106,(2016 GC221),2016-Apr-15 00:34 ±,13.38/0.03439,13.35/0.03432,13.67,13.67,948.0,24.8,5,APO*
107,(2016 HT6),2016-Apr-15 14:26 ±   00:23,5.21/0.01340,5.10/0.01311,10.76,10.74,94.3,25.7,3,APO*
108,(2016 GE134),2016-Apr-15 15:41 ±,16.69/0.04288,16.67/0.04283,4.52,4.5,1570.0,25.1,17,AMO*
109,(2016 FL13),2016-Apr-15 16:57 ±,9.74/0.02504,9.73/0.02499,11.99,11.99,1270.0,25.4,14,APO*
110,(2016 GP206),2016-Apr-16 04:59 ±,17.36/0.04460,17.27/0.04437,9.7,9.69,375.0,25.2,3,APO*
111,(2008 HU4),2016-Apr-16 09:31 ±,4.94/0.01269,4.94/0.01269,1.44,1.28,275000.0,28.3,23,APO*
112,(2016 GM2),2016-Apr-16 15:55 ±,12.63/0.03245,12.60/0.03238,9.23,9.22,794.0,25.1,12,APO*
113,(2016 FY12),2016-Apr-17 19:16 ±,5.85/0.01503,5.84/0.01500,13.29,13.27,1040.0,26.1,7,APO*
114,(2016 GP221),2016-Apr-18 06:21 ±,1.54/0.00396,1.54/0.00395,19.79,19.75,1450.0,25.9,5,APO*
115,(2016 FN13),2016-Apr-19 00:40 ±   00:01,13.93/0.03579,13.90/0.03571,3.52,3.5,753.0,27.2,5,AMO*
116,(2016 GY221),2016-Apr-19 15:42 ±,15.16/0.03896,15.13/0.03887,8.18,8.18,764.0,24.5,8,AMO*
117,(2016 JH),2016-Apr-20 00:50 ±   00:03,15.75/0.04048,15.70/0.04035,3.57,3.56,471.0,27.1,3,AMO*
118,(2016 JR5),2016-Apr-20 20:58 ±   00:02,15.77/0.04053,15.69/0.04032,9.53,9.52,359.0,25.0,3,APO*
119,(2016 GB222),2016-Apr-21 02:25 ±,4.42/0.01136,4.41/0.01134,11.58,11.56,926.0,26.8,8,APO*
120,(2016 GC1),2016-Apr-21 10:51 ±,8.83/0.02269,8.81/0.02263,8.36,8.35,625.0,26.5,9,APO*
121,(2016 HF2),2016-Apr-21 14:27 ±,4.62/0.01188,4.62/0.01186,6.24,6.21,1290.0,26.1,12,ATE*
122,(2016 GZ220),2016-Apr-21 19:33 ±,10.12/0.02600,10.09/0.02592,8.43,8.42,598.0,26.2,10,APO*
123,(2016 GV221),2016-Apr-21 23:01 ±,8.56/0.02198,8.54/0.02193,8.91,8.89,804.0,24.9,12,APO*
124,(2016 HA),2016-Apr-22 08:57 ±,6.49/0.01667,6.47/0.01663,12.35,12.34,768.0,26.2,7,APO*
125,(2016 GD207),2016-Apr-22 10:28 ±,4.43/0.01139,4.42/0.01136,6.33,6.29,647.0,25.8,9,APO*
126,(2016 FH12),2016-Apr-23 00:15 ±   00:04,7.87/0.02023,7.76/0.01995,8.71,8.7,408.0,26.7,4,APO*
127,(2016 JW5),2016-Apr-23 02:22 ±,13.69/0.03518,13.69/0.03517,13.66,13.65,5920.0,21.9,20,APO*
128,(2016 GC222),2016-Apr-24 00:21 ±,13.96/0.03587,13.78/0.03541,9.78,9.77,148.0,25.7,5,APO*
129,(2016 GW221),2016-Apr-24 07:54 ±,15.55/0.03996,15.52/0.03989,4.99,4.98,901.0,24.8,22,ATE*
130,(2016 HO),2016-Apr-24 12:29 ±,2.10/0.00540,2.10/0.00540,4.78,4.67,16100.0,25.7,8,APO*
131,(2016 JX5),2016-Apr-24 13:15 ±   00:03,6.71/0.01725,6.69/0.01718,6.95,6.92,453.0,27.0,4,APO*
132,(2016 JA),2016-Apr-24 22:35 ±,2.89/0.00741,2.88/0.00740,7.41,7.36,1080.0,27.6,13,APO*
133,467351 (2003 KO2),2016-Apr-25 00:21 ±,17.89/0.04598,17.89/0.04598,16.27,16.27,663000.0,20.5,57,ATE*
134,(2016 HX23),2016-Apr-25 08:23 ±   00:18,2.93/0.00753,2.87/0.00738,13.87,13.85,107.0,27.0,3,APO*
135,(2016 FY3),2016-Apr-25 11:48 ±,6.35/0.01632,6.35/0.01632,20.69,20.68,672000.0,21.3,35,APO*
136,(2016 HF19),2016-Apr-28 00:11 ±   00:02,15.77/0.04053,15.75/0.04048,2.69,2.66,1140.0,26.5,24,ATE*
137,(2016 HY23),2016-Apr-28 00:52 ±   00:03,6.55/0.01682,6.52/0.01676,7.3,7.28,517.0,26.9,2,AMO*
138,(2016 JU5),2016-Apr-28 12:36 ±   00:02,5.50/0.01414,5.32/0.01366,18.8,18.79,69.4,26.1,2,APO*
139,(2016 JN38),2016-Apr-30 02:27 ±   02:05,1.28/0.00329,1.15/0.00295,19.79,19.75,27.6,29.1,2,APO*
140,(2016 JY5),2016-Apr-30 04:29 ±,2.88/0.00740,2.87/0.00738,6.42,6.37,1160.0,27.1,6,APO*
141,(2008 PR9),2016-Apr-30 19:29 ±,15.23/0.03913,15.23/0.03912,14.09,14.09,119000.0,22.5,10,ATE*
142,(2016 FP12),2016-Apr-30 21:40 ±,19.24/0.04944,19.18/0.04928,5.02,5.01,657.0,25.6,5,APO*
143,(2016 HK),2016-May-01 01:28 ±,4.65/0.01195,4.65/0.01195,7.59,7.56,168000.0,24.8,13,ATE*
144,(2014 US115),2016-May-01 01:55 ±   02:12,9.42/0.02420,7.42/0.01907,9.61,9.6,5500.0,24.6,9,APO*
145,(2016 HO2),2016-May-01 07:41 ±,16.77/0.04308,16.71/0.04293,6.02,6.01,483.0,26.0,6,AMO*
146,(2016 JA6),2016-May-02 03:45 ±,2.52/0.00648,2.52/0.00648,11.23,11.19,2980.0,26.3,15,APO*
147,(2016 HP6),2016-May-02 03:54 ±,8.90/0.02286,8.88/0.02282,5.96,5.94,906.0,25.5,6,APO*
148,(2016 HD3),2016-May-02 06:09 ±,2.19/0.00564,2.19/0.00564,6.89,6.82,205000.0,28.0,15,ATE*
149,(2016 JZ5),2016-May-02 07:47 ±,3.04/0.00781,3.04/0.00780,7.82,7.78,1690.0,27.0,4,APO*
150,(2002 CX58),2016-May-03 01:15 ±,19.00/0.04883,19.00/0.04883,11.62,11.61,8770000.0,22.3,25,APO*
151,444584 (2006 UK),2016-May-03 15:45 ±,17.81/0.04577,17.81/0.04577,16.22,16.22,633000.0,20.2,48,APO*
152,(2016 JX24),2016-May-04 00:09 ±,3.91/0.01005,3.90/0.01003,6.02,5.97,620.0,25.4,6,ATE*
153,(2016 JB),2016-May-04 10:29 ±,4.09/0.01052,4.09/0.01051,5.78,5.74,3570.0,27.1,12,ATE*
154,(2016 HN),2016-May-04 21:33 ±,12.35/0.03174,12.35/0.03174,11.67,11.66,165000.0,22.6,17,APO*
155,388945 (2008 TZ3),2016-May-05 10:39 ±,13.13/0.03373,13.13/0.03373,9.65,9.64,1110000.0,20.4,81,APO*
156,(2016 JS5),2016-May-05 22:47 ±,0.53/0.00136,0.53/0.00135,16.08,15.96,6030.0,30.7,3,APO*
157,(2016 JX11),2016-May-07 02:48 ±,8.73/0.02243,8.71/0.02239,17.9,17.9,1270.0,24.9,4,APO*
158,(2016 JU28),2016-May-07 10:48 ±,6.23/0.01600,6.19/0.01592,8.13,8.11,366.0,27.7,3,ATE*
159,(2014 JG55),2016-May-08 00:32 ±   15:55,7.61/0.01956,0.82/0.00210,10.55,10.54,3.35,29.2,3,APO*
160,(2016 JP17),2016-May-08 06:45 ±,12.06/0.03100,12.05/0.03096,11.59,11.58,1920.0,23.1,19,APO*
161,(2016 HH19),2016-May-08 09:01 ±,16.01/0.04113,15.94/0.04095,9.03,9.02,412.0,26.5,6,AMO*
162,(2016 JC6),2016-May-08 16:25 ±,12.80/0.03290,12.80/0.03290,5.69,5.68,1260000.0,21.3,34,ATE*
163,(2016 JX28),2016-May-08 21:39 ±,14.32/0.03681,14.29/0.03672,10.49,10.48,880.0,24.6,10,APO*
164,(2016 JG29),2016-May-09 00:54 ±,4.90/0.01258,4.88/0.01254,14.63,14.62,561.0,25.4,5,APO*
165,(2016 JQ5),2016-May-09 09:49 ±,1.57/0.00404,1.57/0.00404,10.07,10.0,3630.0,28.1,6,APO*
166,(2016 JE18),2016-May-11 15:48 ±,9.43/0.02424,9.42/0.02420,8.52,8.51,1190.0,26.3,4,APO*
167,(2016 LB2),2016-May-14 02:36 ±   00:11,13.46/0.03458,13.25/0.03405,18.26,18.26,156.0,22.6,4,ATE*
168,(2016 JW28),2016-May-14 12:21 ±,5.56/0.01428,5.53/0.01422,12.4,12.38,465.0,25.4,4,APO*
169,(2016 JD18),2016-May-16 23:25 ±,1.63/0.00418,1.63/0.00418,14.86,14.82,59400.0,24.6,23,APO*
170,(2016 JH18),2016-May-17 23:03 ±,13.53/0.03478,13.45/0.03455,6.53,6.52,267.0,26.1,6,ATE*
171,(2016 GS2),2016-May-18 02:03 ±,3.40/0.00875,3.40/0.00874,8.01,7.98,698000.0,23.0,45,APO*
172,(2016 HF3),2016-May-18 17:14 ±,8.49/0.02182,8.49/0.02181,7.56,7.55,5870.0,24.6,38,AMO*
173,(2016 KH),2016-May-23 11:24 ±,12.83/0.03296,12.78/0.03284,13.12,13.11,567.0,24.3,9,APO*
174,(2009 DL46),2016-May-24 17:59 ±,6.16/0.01583,6.16/0.01583,6.46,6.44,20300000.0,22.0,67,APO*
175,(2016 HP3),2016-May-25 10:46 ±,18.26/0.04693,18.26/0.04691,9.33,9.33,4300.0,23.7,28,APO*
176,(2016 KO),2016-May-25 19:04 ±,2.19/0.00562,2.18/0.00561,7.32,7.25,895.0,26.5,7,ATE*
177,(2016 KJ),2016-May-27 08:42 ±,7.11/0.01827,7.06/0.01815,20.71,20.71,350.0,24.8,4,APO*
178,(2016 LS1),2016-May-27 10:46 ±,12.10/0.03109,12.06/0.03099,5.95,5.93,526.0,26.3,4,AMO*
179,(2016 LQ),2016-May-28 01:50 ±   00:01,9.39/0.02413,9.33/0.02398,15.43,15.42,385.0,25.1,3,APO*
180,(2016 LN),2016-May-28 22:34 ±,16.15/0.04149,16.10/0.04137,11.92,11.91,714.0,25.4,4,APO*
181,(2016 LO1),2016-May-29 01:14 ±,13.79/0.03544,13.72/0.03525,9.26,9.25,334.0,25.3,5,ATE*
182,(2016 LC9),2016-May-31 14:37 ±,4.55/0.01169,4.54/0.01168,4.07,4.01,1370.0,27.0,3,ATE*
183,(2016 JG17),2016-May-31 16:03 ±,16.16/0.04153,16.15/0.04150,10.18,10.17,2780.0,25.5,8,APO*
184,(2016 LV),2016-Jun-01 23:43 ±,3.61/0.00927,3.61/0.00927,10.36,10.33,3090.0,23.1,13,APO*
185,(2016 LB),2016-Jun-03 09:07 ±,5.50/0.01413,5.50/0.01412,16.73,16.72,2730.0,22.8,8,APO*
186,(2016 LG10),2016-Jun-03 10:09 ±,1.86/0.00479,1.86/0.00478,8.65,8.58,2860.0,25.6,11,APO*
187,(2016 JB29),2016-Jun-04 23:15 ±,12.06/0.03100,12.06/0.03100,9.24,9.23,63700.0,24.7,41,APO*
188,(2016 LR51),2016-Jun-05 04:30 ±,0.91/0.00235,0.90/0.00232,11.48,11.38,191.0,27.4,1,APO*
189,(2016 KR),2016-Jun-05 23:01 ±,9.88/0.02538,9.84/0.02529,12.89,12.88,592.0,25.4,7,APO*
190,(2016 LO),2016-Jun-06 05:51 ±,19.36/0.04974,19.34/0.04969,5.63,5.62,1700.0,25.1,10,AMO*
191,(2016 LG),2016-Jun-06 12:05 ±,2.94/0.00756,2.94/0.00756,6.13,6.08,1170000.0,25.3,28,APO*
192,(2016 LQ1),2016-Jun-06 23:32 ±,15.72/0.04038,15.64/0.04018,6.03,6.02,326.0,25.5,4,AMO*
193,(2016 LT1),2016-Jun-07 20:25 ±,0.38/0.00097,0.38/0.00097,7.48,7.1,10400.0,29.0,5,APO*
194,(2016 JV),2016-Jun-08 11:27 ±,16.41/0.04216,16.40/0.04213,7.49,7.49,2180.0,24.9,9,AMO*
195,(2016 LO48),2016-Jun-08 20:35 ±,8.34/0.02143,8.34/0.02143,6.16,6.14,675000.0,25.4,13,AMO*
196,(2016 LR),2016-Jun-09 02:29 ±,5.89/0.01512,5.87/0.01508,12.31,12.3,677.0,26.4,6,APO*
197,(2016 LE10),2016-Jun-09 08:43 ±,1.18/0.00304,1.18/0.00304,12.2,12.13,1250.0,27.1,3,APO*
198,(2016 LP10),2016-Jun-09 18:32 ±,0.19/0.00048,0.19/0.00048,15.91,15.56,370.0,29.3,2,APO*
199,(2016 LY10),2016-Jun-10 02:55 ±,1.81/0.00466,1.81/0.00466,6.94,6.85,5400.0,28.5,3,APO*
200,(2016 KL),2016-Jun-11 00:12 ±,5.75/0.01477,5.74/0.01475,9.01,8.99,1490.0,25.8,12,APO*
201,(2016 MH3),2016-Jun-11 09:51 ±   04:28,8.73/0.02243,8.10/0.02081,5.24,5.21,53.3,27.0,1,ATE*
202,(2016 LA49),2016-Jun-12 01:51 ±,1.47/0.00377,1.47/0.00377,5.03,4.88,1970.0,27.5,6,APO*
